"id","year","hospital_name","region","contract_title","original_pdf_url","gcs_pdf_path","scraped_at","created_at","updated_at"
"02b8f57b-17c7-6393-bf03-e48bb6342c56","2022","Centro Hospitalar Tondela-Viseu, EPE","Centro","Centro Hospitalar Tondela-Viseu, EPE - 2022","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/AM-2022-CHTV.pdf","https://storage.cloud.google.com/hospital-agreements/02b8f57b-17c7-6393-bf03-e48bb6342c56/AM-2022-CHTV.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"036e8d76-724f-19cd-2bbc-8f0c46e1e055","2023","Hospital Distrital de Santarém, E.P.E.","Lisboa e Vale do Tejo","Hospital Distrital de Santarém, E.P.E. - 2023","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/HDS_Adenda2023-Homologada.pdf","https://storage.cloud.google.com/hospital-agreements/036e8d76-724f-19cd-2bbc-8f0c46e1e055/HDS_Adenda2023-Homologada.pdf","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277"
"0374c422-bcfe-52a3-ddd4-df17d23902fa","2017","Centro Hospitalar de Lisboa Ocidental, EPE","Lisboa e Vale do Tejo","Centro Hospitalar de Lisboa Ocidental, EPE - 2017","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/CHLO_CP_2017_2019_SD-75529_2019.pdf","https://storage.cloud.google.com/hospital-agreements/0374c422-bcfe-52a3-ddd4-df17d23902fa/CHLO_CP_2017_2019_SD-75529_2019.pdf","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277"
"0394d99a-7a4f-fb5e-4876-fae0e882c865","2022","Centro Hospitalar Universitário de Lisboa Central, E.P.E.","Lisboa e Vale do Tejo","Centro Hospitalar Universitário de Lisboa Central, E.P.E. - 2022","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/CHU-LISBOA-CENTRAL.pdf","https://storage.cloud.google.com/hospital-agreements/0394d99a-7a4f-fb5e-4876-fae0e882c865/CHU-LISBOA-CENTRAL.pdf","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277"
"03dd97c0-a8f1-b078-957b-965693a62a7f","2012","Centro Hospitalar do Barlavento Algarvio, EPE","Algarve","Centro Hospitalar do Barlavento Algarvio, EPE - 2012","https://www.acss.min-saude.pt//wp-content/uploads/2016/10/Aditamento-ao-A.-Modificativo-2012-CHBA.pdf","https://storage.cloud.google.com/hospital-agreements/03dd97c0-a8f1-b078-957b-965693a62a7f/Aditamento-ao-A.-Modificativo-2012-CHBA.pdf","2025-09-02 00:23:45.888195","2025-09-02 00:23:45.888195","2025-09-02 00:23:45.888195"
"043067b6-e3d3-cf66-c761-6e22e58f838e","2020","Centro Hospitalar Universitário do Algarve, EPE","Algarve","Centro Hospitalar Universitário do Algarve, EPE - 2020","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/Adenda-ao-Acordo-Modificativo-2020_CHUA.pdf","https://storage.cloud.google.com/hospital-agreements/043067b6-e3d3-cf66-c761-6e22e58f838e/Adenda-ao-Acordo-Modificativo-2020_CHUA.pdf","2025-09-02 00:23:45.888195","2025-09-02 00:23:45.888195","2025-09-02 00:23:45.888195"
"056c5cb9-9244-5f4a-2b16-6d1fbab296dc","2015","Centro Hospitalar Barreiro-Montijo, EPE","Lisboa e Vale do Tejo","Centro Hospitalar Barreiro-Montijo, EPE - 2015","https://www.acss.min-saude.pt//wp-content/uploads/2016/10/Adenda-ao-Acordo-Modificativo-2015-CHBM.pdf","https://storage.cloud.google.com/hospital-agreements/056c5cb9-9244-5f4a-2b16-6d1fbab296dc/Adenda-ao-Acordo-Modificativo-2015-CHBM.pdf","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277"
"05a17ba4-a3d2-5bd0-2460-acefc1ab8bda","2024","Unidade Local de Saúde do Alentejo Central, E.P.E.","Alentejo","Unidade Local de Saúde do Alentejo Central, E.P.E. - 2024","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/Contrato-Programa-2024-2026-ULS-Alentejo-Central-EPE.pdf","https://storage.cloud.google.com/hospital-agreements/05a17ba4-a3d2-5bd0-2460-acefc1ab8bda/Contrato-Programa-2024-2026-ULS-Alentejo-Central-EPE.pdf","2025-09-02 00:22:44.407909","2025-09-02 00:22:44.407909","2025-09-02 00:22:44.407909"
"06681cbc-e85d-d715-3f4a-c05f861feeca","2013","Unidade Local de Saúde da Guarda, EPE","Centro","Unidade Local de Saúde da Guarda, EPE - 2013","https://www.acss.min-saude.pt//wp-content/uploads/2016/10/Aditamento-V.-Convergencia-2013-ULSG.pdf","https://storage.cloud.google.com/hospital-agreements/06681cbc-e85d-d715-3f4a-c05f861feeca/Aditamento-V.-Convergencia-2013-ULSG.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"06a3055d-accf-517f-a6ca-9210265cc5b9","2019","Unidade Local de Saúde do Litoral Alentejano, EPE","Alentejo","Unidade Local de Saúde do Litoral Alentejano, EPE - 2019","https://www.acss.min-saude.pt/wp-content/uploads/2019/09/Acordo-Modificativo-2019-ULS-do-Litoral-Alentejano.pdf","https://storage.cloud.google.com/hospital-agreements/06a3055d-accf-517f-a6ca-9210265cc5b9/Acordo-Modificativo-2019-ULS-do-Litoral-Alentejano.pdf","2025-09-02 00:22:44.407909","2025-09-02 00:22:44.407909","2025-09-02 00:22:44.407909"
"06a36c5d-c5aa-ba36-188a-dc53ad678173","2021","Unidade Local de Saúde da Guarda, EPE","Centro","Unidade Local de Saúde da Guarda, EPE - 2021","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/Acordo-Modificativo-2021-ULSG.pdf","https://storage.cloud.google.com/hospital-agreements/06a36c5d-c5aa-ba36-188a-dc53ad678173/Acordo-Modificativo-2021-ULSG.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"0702a4ef-8e1f-be5b-357f-0fdfb88a262c","2013","Centro Hospitalar de Leiria, EPE","Centro","Centro Hospitalar de Leiria, EPE - 2013","https://www.acss.min-saude.pt//wp-content/uploads/2016/10/Adenda-ao-CP2013-CHL.pdf","https://storage.cloud.google.com/hospital-agreements/0702a4ef-8e1f-be5b-357f-0fdfb88a262c/Adenda-ao-CP2013-CHL.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"0721edcb-b18e-1eb4-5375-6d8eb7a68d6b","2014","Instituto Português de Oncologia Coimbra, EPE","Centro","Instituto Português de Oncologia Coimbra, EPE - 2014","https://www.acss.min-saude.pt//wp-content/uploads/2016/10/Acordo-Modificativo-IPO-Coimbra.pdf","https://storage.cloud.google.com/hospital-agreements/0721edcb-b18e-1eb4-5375-6d8eb7a68d6b/Acordo-Modificativo-IPO-Coimbra.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"077b281d-572e-37b4-7524-71d5cd5af7ef","2023","Centro Hospitalar Universitário Cova da Beira, E.P.E.","Centro","Centro Hospitalar Universitário Cova da Beira, E.P.E. - 2023","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/CHUCB_Adenda2023_Homologada.pdf","https://storage.cloud.google.com/hospital-agreements/077b281d-572e-37b4-7524-71d5cd5af7ef/CHUCB_Adenda2023_Homologada.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"079eaadf-0e54-aa8b-8935-f3b72462fbd0","2017","IPO Lisboa, EPE","Lisboa e Vale do Tejo","IPO Lisboa, EPE - 2017","https://www.acss.min-saude.pt//wp-content/uploads/2016/10/IPO-LX-17.pdf","https://storage.cloud.google.com/hospital-agreements/079eaadf-0e54-aa8b-8935-f3b72462fbd0/IPO-LX-17.pdf","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277"
"07c609d5-4bae-eb11-07b3-232cba98b1fe","2015","Hospital Distrital Figueira da Foz, EPE","Centro","Hospital Distrital Figueira da Foz, EPE - 2015","https://www.acss.min-saude.pt//wp-content/uploads/2016/10/Adenda-PIC-2015-HDFF.pdf","https://storage.cloud.google.com/hospital-agreements/07c609d5-4bae-eb11-07b3-232cba98b1fe/Adenda-PIC-2015-HDFF.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"087b49aa-4c4d-cc0b-d693-cdbc205416ec","2022","Instituto Português de Oncologia de Coimbra, EPE","Centro","Instituto Português de Oncologia de Coimbra, EPE - 2022","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/AAM2022-IPOC.pdf","https://storage.cloud.google.com/hospital-agreements/087b49aa-4c4d-cc0b-d693-cdbc205416ec/AAM2022-IPOC.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"088d4cce-e9a3-86e5-6443-b5d7258c8e51","2020","Unidade Local de Saúde do Baixo Alentejo, EPE","Alentejo","Unidade Local de Saúde do Baixo Alentejo, EPE - 2020","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/Acordo-Mofificativo-2020-ULS-Baixo-Alentejo_vf.pdf","https://storage.cloud.google.com/hospital-agreements/088d4cce-e9a3-86e5-6443-b5d7258c8e51/Acordo-Mofificativo-2020-ULS-Baixo-Alentejo_vf.pdf","2025-09-02 00:22:44.407909","2025-09-02 00:22:44.407909","2025-09-02 00:22:44.407909"
"0899864c-d228-339f-7291-a2244ac9415e","2013","Centro Hospitalar Barreiro-Montijo, EPE","Lisboa e Vale do Tejo","Centro Hospitalar Barreiro-Montijo, EPE - 2013","https://www.acss.min-saude.pt//wp-content/uploads/2016/10/Aditamento-V.-Convergencia-2013-CHBM.pdf","https://storage.cloud.google.com/hospital-agreements/0899864c-d228-339f-7291-a2244ac9415e/Aditamento-V.-Convergencia-2013-CHBM.pdf","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277"
"095eb464-56ba-4982-8ff6-08db32d2ee3f","2018","Unidade Local de Saúde do Baixo Alentejo, EPE","Alentejo","Unidade Local de Saúde do Baixo Alentejo, EPE - 2018","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/AdendaaoAcordoModificativo2018ULSdoBaixoAlente1.pdf.pdf","https://storage.cloud.google.com/hospital-agreements/095eb464-56ba-4982-8ff6-08db32d2ee3f/AdendaaoAcordoModificativo2018ULSdoBaixoAlente1.pdf.pdf","2025-09-02 00:22:44.407909","2025-09-02 00:22:44.407909","2025-09-02 00:22:44.407909"
"09ca84e7-36c4-d878-2631-18788d3b0edf","2020","Centro Hospitalar e Universitário de Coimbra, E.P.E.","Centro","Centro Hospitalar e Universitário de Coimbra, E.P.E. - 2020","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/Adenda-ao-Acordo-Modificativo-2020-CHUC.pdf","https://storage.cloud.google.com/hospital-agreements/09ca84e7-36c4-d878-2631-18788d3b0edf/Adenda-ao-Acordo-Modificativo-2020-CHUC.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"0a7ec6e4-bb6a-4213-2fa5-a56cee88a698","2016","Centro Hospitalar de Lisboa Central, EPE","Lisboa e Vale do Tejo","Centro Hospitalar de Lisboa Central, EPE - 2016","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/Adenda-AM-CH-Lisboa-Central-2016.pdf","https://storage.cloud.google.com/hospital-agreements/0a7ec6e4-bb6a-4213-2fa5-a56cee88a698/Adenda-AM-CH-Lisboa-Central-2016.pdf","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277"
"0ab25dc4-2be0-0965-f4ea-819675a039e0","2023","Centro Hospitalar e Universitário de Coimbra, E.P.E.","Centro","Centro Hospitalar e Universitário de Coimbra, E.P.E. - 2023","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/CHUC_Adenda2023_Homologada.pdf","https://storage.cloud.google.com/hospital-agreements/0ab25dc4-2be0-0965-f4ea-819675a039e0/CHUC_Adenda2023_Homologada.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"0afede55-5faf-e7d2-388f-d28e46f8de8e","2024","Unidade Local de Saúde de Coimbra, E.P.E.","Centro","Unidade Local de Saúde de Coimbra, E.P.E. - 2024","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/Contrato-Programa-2024-2026-ULS-Coimbra-EPE.pdf","https://storage.cloud.google.com/hospital-agreements/0afede55-5faf-e7d2-388f-d28e46f8de8e/Contrato-Programa-2024-2026-ULS-Coimbra-EPE.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"0b0e228d-25f7-b796-8586-e493bf925041","2018","Centro Hospitalar Tondela-Viseu, EPE","Centro","Centro Hospitalar Tondela-Viseu, EPE - 2018","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/AM2018_CHTV.pdf","https://storage.cloud.google.com/hospital-agreements/0b0e228d-25f7-b796-8586-e493bf925041/AM2018_CHTV.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"0b22fdc0-8371-3898-0b51-b6ae4f09d2ea","2017","Centro Hospitalar Lisboa Norte, EPE","Lisboa e Vale do Tejo","Centro Hospitalar Lisboa Norte, EPE - 2017","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/Contrato-Programa-CH-Lisboa-Norte.pdf","https://storage.cloud.google.com/hospital-agreements/0b22fdc0-8371-3898-0b51-b6ae4f09d2ea/Contrato-Programa-CH-Lisboa-Norte.pdf","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277"
"0c29341e-d07e-10ed-b877-ff3ca974d931","2018","Centro Hospitalar de Leiria, EPE","Centro","Centro Hospitalar de Leiria, EPE - 2018","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/AM2018_CHL.pdf","https://storage.cloud.google.com/hospital-agreements/0c29341e-d07e-10ed-b877-ff3ca974d931/AM2018_CHL.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"0cd69b64-5648-3982-fbdf-53016c4b2a2a","2012","Hospital Distrital de Santarém, EPE","Lisboa e Vale do Tejo","Hospital Distrital de Santarém, EPE - 2012","https://www.acss.min-saude.pt//wp-content/uploads/2016/10/Acordo-Modificativo-do-CP-2012-HDS.pdf","https://storage.cloud.google.com/hospital-agreements/0cd69b64-5648-3982-fbdf-53016c4b2a2a/Acordo-Modificativo-do-CP-2012-HDS.pdf","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277"
"0d1b05a9-fc14-9b3e-2d72-23598d0afd3e","2017","Centro Hospitalar e Universitário de Coimbra, E.P.E.","Centro","Centro Hospitalar e Universitário de Coimbra, E.P.E. - 2017","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/CP2017_CHUC.pdf","https://storage.cloud.google.com/hospital-agreements/0d1b05a9-fc14-9b3e-2d72-23598d0afd3e/CP2017_CHUC.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"0d35784b-81e4-59ae-fc89-ac0c52093c73","2024","Unidade Local de Saúde do Arco Ribeirinho, E.P.E.","Lisboa e Vale do Tejo","Unidade Local de Saúde do Arco Ribeirinho, E.P.E. - 2024","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/Contrato-Programa-2024-2026-ULS-do-Arco-Ribeirinho-EPE.pdf","https://storage.cloud.google.com/hospital-agreements/0d35784b-81e4-59ae-fc89-ac0c52093c73/Contrato-Programa-2024-2026-ULS-do-Arco-Ribeirinho-EPE.pdf","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277"
"0e140be3-a6c5-9f83-744f-ec6e3693ac13","2015","Centro Hospitalar do Oeste, SPA","Lisboa e Vale do Tejo","Centro Hospitalar do Oeste, SPA - 2015","https://www.acss.min-saude.pt//wp-content/uploads/2016/10/Adenda-ao-Acordo-Modificativo-2015-CHO.pdf","https://storage.cloud.google.com/hospital-agreements/0e140be3-a6c5-9f83-744f-ec6e3693ac13/Adenda-ao-Acordo-Modificativo-2015-CHO.pdf","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277"
"0e692450-171c-1659-64a1-891ec84495d8","2014","Instituto Português de Oncologia Coimbra, EPE","Centro","Instituto Português de Oncologia Coimbra, EPE - 2014","https://www.acss.min-saude.pt//wp-content/uploads/2016/10/Adenda-ao-Acordo-Modificativo-Gastos-com-Pessoal-IPO-Coimbra.pdf","https://storage.cloud.google.com/hospital-agreements/0e692450-171c-1659-64a1-891ec84495d8/Adenda-ao-Acordo-Modificativo-Gastos-com-Pessoal-IPO-Coimbra.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"0e8b3691-8145-69cd-8fe2-a1a8a9eb2ab3","2014","Unidade Local de Saúde da Guarda, EPE","Centro","Unidade Local de Saúde da Guarda, EPE - 2014","https://www.acss.min-saude.pt//wp-content/uploads/2016/10/Acordo-Modificativo-ULS-da-Guarda.pdf","https://storage.cloud.google.com/hospital-agreements/0e8b3691-8145-69cd-8fe2-a1a8a9eb2ab3/Acordo-Modificativo-ULS-da-Guarda.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"0ebaa7b6-c2c0-a83f-a140-8bd6ad95557b","2024","Unidade Local de Saúde de Lisboa Ocidental, E.P.E.","Lisboa e Vale do Tejo","Unidade Local de Saúde de Lisboa Ocidental, E.P.E. - 2024","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/Contrato-Programa-2024-2026-ULS-Lisboa-Ocidental-EPE.pdf","https://storage.cloud.google.com/hospital-agreements/0ebaa7b6-c2c0-a83f-a140-8bd6ad95557b/Contrato-Programa-2024-2026-ULS-Lisboa-Ocidental-EPE.pdf","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277"
"0f015a70-4ef0-e823-ef18-9034d2c02757","2022","Centro Hospitalar Universitário Cova da Beira, E.P.E.","Centro","Centro Hospitalar Universitário Cova da Beira, E.P.E. - 2022","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/AM-2022-CHUCB.pdf","https://storage.cloud.google.com/hospital-agreements/0f015a70-4ef0-e823-ef18-9034d2c02757/AM-2022-CHUCB.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"0f0247ab-176b-0365-1384-2c734468c668","2017","Unidade Local de Saúde do Baixo Alentejo, EPE","Alentejo","Unidade Local de Saúde do Baixo Alentejo, EPE - 2017","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/Adenda-ao-CP-2017-ULSBA.pdf","https://storage.cloud.google.com/hospital-agreements/0f0247ab-176b-0365-1384-2c734468c668/Adenda-ao-CP-2017-ULSBA.pdf","2025-09-02 00:22:44.407909","2025-09-02 00:22:44.407909","2025-09-02 00:22:44.407909"
"0f3172a3-d534-d801-1fde-c130e87288b7","2013","Centro Hospitalar de Leiria, EPE","Centro","Centro Hospitalar de Leiria, EPE - 2013","https://www.acss.min-saude.pt//wp-content/uploads/2016/10/Adenda-PMA-2013-CHL.pdf","https://storage.cloud.google.com/hospital-agreements/0f3172a3-d534-d801-1fde-c130e87288b7/Adenda-PMA-2013-CHL.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
"0f8716f0-eb0c-749d-a3cc-3781641ee110","2012","Hospital Prof. Doutor Fernando Fonseca, EPE","Lisboa e Vale do Tejo","Hospital Prof. Doutor Fernando Fonseca, EPE - 2012","https://www.acss.min-saude.pt//wp-content/uploads/2016/10/Acordo-Modificativo-do-CP-2012-HFF.pdf","https://storage.cloud.google.com/hospital-agreements/0f8716f0-eb0c-749d-a3cc-3781641ee110/Acordo-Modificativo-do-CP-2012-HFF.pdf","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277"
"0fe1ea36-f3cb-cf72-be28-99ad34753596","2013","Centro Hospitalar de Lisboa Norte, EPE","Lisboa e Vale do Tejo","Centro Hospitalar de Lisboa Norte, EPE - 2013","https://www.acss.min-saude.pt//wp-content/uploads/2016/10/Aditamento-V.-Convergencia-2013-CHLN.pdf","https://storage.cloud.google.com/hospital-agreements/0fe1ea36-f3cb-cf72-be28-99ad34753596/Aditamento-V.-Convergencia-2013-CHLN.pdf","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277"
"10043d57-8755-0c39-d790-09aca486c003","2014","Centro Hospitalar do Médio Tejo, EPE","Lisboa e Vale do Tejo","Centro Hospitalar do Médio Tejo, EPE - 2014","https://www.acss.min-saude.pt//wp-content/uploads/2016/10/Aditamento-G.Pessoal-2014-CHMT.pdf","https://storage.cloud.google.com/hospital-agreements/10043d57-8755-0c39-d790-09aca486c003/Aditamento-G.Pessoal-2014-CHMT.pdf","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277","2025-09-02 00:11:00.960277"
"10957f3c-8971-46a8-4fc5-201d72b2efa9","2023","Centro Hospitalar Tondela-Viseu, EPE","Centro","Centro Hospitalar Tondela-Viseu, EPE - 2023","https://www.acss.min-saude.pt/wp-content/uploads/2016/10/2_ACORDO-MODIFICATIVO_CHTV_2023_signed-1.pdf_signed-1.pdf","https://storage.cloud.google.com/hospital-agreements/10957f3c-8971-46a8-4fc5-201d72b2efa9/2_ACORDO-MODIFICATIVO_CHTV_2023_signed-1.pdf_signed-1.pdf","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375","2025-09-02 00:19:18.820375"
